lightblue ,"grayish, grey, gray ","gold, yellow, mustard, golden ",navy ,"bluish, blue, indigo, denim ","lightgrey, silver, light gray ","darkgrey, charcoal, black grey ","burlap, sand, taupe, tan, beige, light brown ","natural, neutral, greige, ivory, cream, off white ",black ,"pink, light pink, dark pink ",white  ,black and white ,"teal, light teal, dark teal "
[light blue grommet 95 inch black out curtain],[grayish grommet 95 inch black out curtain],[gold grommet 95 inch black out curtain],[navy grommet 95 inch black out curtain],[bluish grommet 95 inch black out curtain],[light gray grommet 95 inch black out curtain],[dark grey grommet 95 inch black out curtain],[burlap grommet 95 inch black out curtain],[natural grommet 95 inch black out curtain],[black grommet 95 inch black out curtain],[pink grommet 95 inch black out curtain],[white grommet 95 inch black out curtain],[black and white grommet 95 inch black out curtain],[teal grommet 95 inch black out curtain]
[light blue grommet 95 inch sun block curtain],[grey grommet 95 inch black out curtain],[yellow grommet 95 inch black out curtain],[navy grommet 95 inch sun block curtain],[blue grommet 95 inch black out curtain],[silver grommet 95 inch black out curtain],[charcoal grommet 95 inch black out curtain],[sand grommet 95 inch black out curtain],[neutral grommet 95 inch black out curtain],[black grommet 95 inch sun block curtain],[light pink grommet 95 inch black out curtain],[white grommet 95 inch sun block curtain],[black and white grommet 95 inch sun block curtain],[dark teal grommet 95 inch black out curtain]
[light blue grommet 95 inch sun blocking curtain],[gray grommet 95 inch black out curtain],[mustard grommet 95 inch black out curtain],[navy grommet 95 inch sun blocking curtain],[indigo grommet 95 inch black out curtain],[light grey grommet 95 inch black out curtain],[black grey grommet 95 inch black out curtain],[taupe grommet 95 inch black out curtain],[greige grommet 95 inch black out curtain],[black grommet 95 inch sun blocking curtain],[dark pink grommet 95 inch black out curtain],[white grommet 95 inch sun blocking curtain],[black and white grommet 95 inch sun blocking curtain],[light teal grommet 95 inch black out curtain]
[light blue grommet 95 inch black out drape],[grayish grommet 95 inch sun block curtain],[gold grommet 95 inch sun block curtain],[navy grommet 95 inch black out drape],[denim grommet 95 inch black out curtain],[light gray grommet 95 inch sun block curtain],[dark grey grommet 95 inch sun block curtain],[tan grommet 95 inch black out curtain],[ivory grommet 95 inch black out curtain],[black grommet 95 inch black out drape],[pink grommet 95 inch sun block curtain],[white grommet 95 inch black out drape],[black and white grommet 95 inch black out drape],[teal grommet 95 inch sun block curtain]
[light blue grommet 95 inch sun block drape],[grey grommet 95 inch sun block curtain],[yellow grommet 95 inch sun block curtain],[navy grommet 95 inch sun block drape],[bluish grommet 95 inch sun block curtain],[silver grommet 95 inch sun block curtain],[charcoal grommet 95 inch sun block curtain],[beige grommet 95 inch black out curtain],[cream grommet 95 inch black out curtain],[black grommet 95 inch sun block drape],[light pink grommet 95 inch sun block curtain],[white grommet 95 inch sun block drape],[black and white grommet 95 inch sun block drape],[dark teal grommet 95 inch sun block curtain]
[light blue grommet 95 inch sun blocking drape],[gray grommet 95 inch sun block curtain],[mustard grommet 95 inch sun block curtain],[navy grommet 95 inch sun blocking drape],[blue grommet 95 inch sun block curtain],[light grey grommet 95 inch sun block curtain],[black grey grommet 95 inch sun block curtain],[light brown grommet 95 inch black out curtain],[off white grommet 95 inch black out curtain],[black grommet 95 inch sun blocking drape],[dark pink grommet 95 inch sun block curtain],[white grommet 95 inch sun blocking drape],[black and white grommet 95 inch sun blocking drape],[light teal grommet 95 inch sun block curtain]
[light blue grommet 95 inch black out drapery],[grayish grommet 95 inch sun blocking curtain],[gold grommet 95 inch sun blocking curtain],[navy grommet 95 inch black out drapery],[indigo grommet 95 inch sun block curtain],[light gray grommet 95 inch sun blocking curtain],[dark grey grommet 95 inch sun blocking curtain],[burlap grommet 95 inch sun block curtain],[natural grommet 95 inch sun block curtain],[black grommet 95 inch black out drapery],[pink grommet 95 inch sun blocking curtain],[white grommet 95 inch black out drapery],[black and white grommet 95 inch black out drapery],[teal grommet 95 inch sun blocking curtain]
[light blue grommet 95 inch sun block drapery],[grey grommet 95 inch sun blocking curtain],[yellow grommet 95 inch sun blocking curtain],[navy grommet 95 inch sun block drapery],[denim grommet 95 inch sun block curtain],[silver grommet 95 inch sun blocking curtain],[charcoal grommet 95 inch sun blocking curtain],[sand grommet 95 inch sun block curtain],[neutral grommet 95 inch sun block curtain],[black grommet 95 inch sun block drapery],[light pink grommet 95 inch sun blocking curtain],[white grommet 95 inch sun block drapery],[black and white grommet 95 inch sun block drapery],[dark teal grommet 95 inch sun blocking curtain]
[light blue grommet 95 inch sun blocking drapery],[gray grommet 95 inch sun blocking curtain],[mustard grommet 95 inch sun blocking curtain],[navy grommet 95 inch sun blocking drapery],[bluish grommet 95 inch sun blocking curtain],[light grey grommet 95 inch sun blocking curtain],[black grey grommet 95 inch sun blocking curtain],[taupe grommet 95 inch sun block curtain],[greige grommet 95 inch sun block curtain],[black grommet 95 inch sun blocking drapery],[dark pink grommet 95 inch sun blocking curtain],[white grommet 95 inch sun blocking drapery],[black and white grommet 95 inch sun blocking drapery],[light teal grommet 95 inch sun blocking curtain]
[light blue grommet 95 inch black out panel],[grayish grommet 95 inch black out drape],[gold grommet 95 inch black out drape],[navy grommet 95 inch black out panel],[blue grommet 95 inch sun blocking curtain],[light gray grommet 95 inch black out drape],[dark grey grommet 95 inch black out drape],[tan grommet 95 inch sun block curtain],[ivory grommet 95 inch sun block curtain],[black grommet 95 inch black out panel],[pink grommet 95 inch black out drape],[white grommet 95 inch black out panel],[black and white grommet 95 inch black out panel],[teal grommet 95 inch black out drape]
[light blue grommet 95 inch sun block panel],[grey grommet 95 inch black out drape],[yellow grommet 95 inch black out drape],[navy grommet 95 inch sun block panel],[indigo grommet 95 inch sun blocking curtain],[silver grommet 95 inch black out drape],[charcoal grommet 95 inch black out drape],[beige grommet 95 inch sun block curtain],[cream grommet 95 inch sun block curtain],[black grommet 95 inch sun block panel],[light pink grommet 95 inch black out drape],[white grommet 95 inch sun block panel],[black and white grommet 95 inch sun block panel],[dark teal grommet 95 inch black out drape]
[light blue grommet 95 inch sun blocking panel],[gray grommet 95 inch black out drape],[mustard grommet 95 inch black out drape],[navy grommet 95 inch sun blocking panel],[denim grommet 95 inch sun blocking curtain],[light grey grommet 95 inch black out drape],[black grey grommet 95 inch black out drape],[light brown grommet 95 inch sun block curtain],[off white grommet 95 inch sun block curtain],[black grommet 95 inch sun blocking panel],[dark pink grommet 95 inch black out drape],[white grommet 95 inch sun blocking panel],[black and white grommet 95 inch sun blocking panel],[light teal grommet 95 inch black out drape]
[light blue grommet 95 inch black out window curtain],[grayish grommet 95 inch sun block drape],[gold grommet 95 inch sun block drape],[navy grommet 95 inch black out window curtain],[bluish grommet 95 inch black out drape],[light gray grommet 95 inch sun block drape],[dark grey grommet 95 inch sun block drape],[burlap grommet 95 inch sun blocking curtain],[natural grommet 95 inch sun blocking curtain],[black grommet 95 inch black out window curtain],[pink grommet 95 inch sun block drape],[white grommet 95 inch black out window curtain],[black and white grommet 95 inch black out window curtain],[teal grommet 95 inch sun block drape]
[light blue grommet 95 inch sun block window curtain],[grey grommet 95 inch sun block drape],[yellow grommet 95 inch sun block drape],[navy grommet 95 inch sun block window curtain],[blue grommet 95 inch black out drape],[silver grommet 95 inch sun block drape],[charcoal grommet 95 inch sun block drape],[sand grommet 95 inch sun blocking curtain],[neutral grommet 95 inch sun blocking curtain],[black grommet 95 inch sun block window curtain],[light pink grommet 95 inch sun block drape],[white grommet 95 inch sun block window curtain],[black and white grommet 95 inch sun block window curtain],[dark teal grommet 95 inch sun block drape]
[light blue grommet 95 inch sun blocking window curtain],[gray grommet 95 inch sun block drape],[mustard grommet 95 inch sun block drape],[navy grommet 95 inch sun blocking window curtain],[indigo grommet 95 inch black out drape],[light grey grommet 95 inch sun block drape],[black grey grommet 95 inch sun block drape],[taupe grommet 95 inch sun blocking curtain],[greige grommet 95 inch sun blocking curtain],[black grommet 95 inch sun blocking window curtain],[dark pink grommet 95 inch sun block drape],[white grommet 95 inch sun blocking window curtain],[black and white grommet 95 inch sun blocking window curtain],[light teal grommet 95 inch sun block drape]
[light blue grommet 96 inch black out curtain],[grayish grommet 95 inch sun blocking drape],[gold grommet 95 inch sun blocking drape],[navy grommet 96 inch black out curtain],[denim grommet 95 inch black out drape],[light gray grommet 95 inch sun blocking drape],[dark grey grommet 95 inch sun blocking drape],[tan grommet 95 inch sun blocking curtain],[ivory grommet 95 inch sun blocking curtain],[black grommet 96 inch black out curtain],[pink grommet 95 inch sun blocking drape],[white grommet 96 inch black out curtain],[black and white grommet 96 inch black out curtain],[teal grommet 95 inch sun blocking drape]
[light blue grommet 96 inch sun block curtain],[grey grommet 95 inch sun blocking drape],[yellow grommet 95 inch sun blocking drape],[navy grommet 96 inch sun block curtain],[bluish grommet 95 inch sun block drape],[silver grommet 95 inch sun blocking drape],[charcoal grommet 95 inch sun blocking drape],[beige grommet 95 inch sun blocking curtain],[cream grommet 95 inch sun blocking curtain],[black grommet 96 inch sun block curtain],[light pink grommet 95 inch sun blocking drape],[white grommet 96 inch sun block curtain],[black and white grommet 96 inch sun block curtain],[dark teal grommet 95 inch sun blocking drape]
[light blue grommet 96 inch sun blocking curtain],[gray grommet 95 inch sun blocking drape],[mustard grommet 95 inch sun blocking drape],[navy grommet 96 inch sun blocking curtain],[blue grommet 95 inch sun block drape],[light grey grommet 95 inch sun blocking drape],[black grey grommet 95 inch sun blocking drape],[light brown grommet 95 inch sun blocking curtain],[off white grommet 95 inch sun blocking curtain],[black grommet 96 inch sun blocking curtain],[dark pink grommet 95 inch sun blocking drape],[white grommet 96 inch sun blocking curtain],[black and white grommet 96 inch sun blocking curtain],[light teal grommet 95 inch sun blocking drape]
[light blue grommet 96 inch black out drape],[grayish grommet 95 inch black out drapery],[gold grommet 95 inch black out drapery],[navy grommet 96 inch black out drape],[indigo grommet 95 inch sun block drape],[light gray grommet 95 inch black out drapery],[dark grey grommet 95 inch black out drapery],[burlap grommet 95 inch black out drape],[natural grommet 95 inch black out drape],[black grommet 96 inch black out drape],[pink grommet 95 inch black out drapery],[white grommet 96 inch black out drape],[black and white grommet 96 inch black out drape],[teal grommet 95 inch black out drapery]
